Bill_ID,Transcation_ID,totalCost,tip,time
BIL5835,TID0573,1.1869105459417325E82,15,15:29:54
BIL2336,TID5438,1.2699942841576538E82,4,13:06:29
BIL4976,TID4087,1.3588938840486895E82,15,16:23:42
BIL4161,TID7284,1.4540164559320978E82,12,17:50:28
BIL9513,TID2642,1.5557976078473446E82,9,14:33:10
BIL9699,TID8163,1.6647034403966587E82,12,15:49:59
BIL0516,TID7048,1.781232681224425E82,4,12:33:45
BIL8883,TID7487,1.9059189689101347E82,4,18:51:05
BIL9261,TID2179,2.0393332967338442E82,15,16:32:50
BIL1719,TID6216,2.1820866275052135E82,5,18:33:46
BIL2411,TID0714,2.3348326914305784E82,4,16:42:02
BIL3824,TID6869,2.498270979830719E82,2,11:31:41
BIL8054,TID8729,2.6731499484188694E82,9,23:54:27
BIL6579,TID7291,2.8602704448081903E82,10,14:28:35
BIL9154,TID1636,3.0604893759447636E82,3,17:15:59
BIL3110,TID7873,3.274723632260897E82,3,14:20:18
BIL6012,TID1220,3.50395428651916E82,15,23:22:56
BIL5388,TID1916,3.749231086575501E82,3,19:10:49
BIL8849,TID3512,4.011677262635786E82,12,18:53:36
BIL3383,TID9397,4.292494671020291E82,8,15:20:45
BIL4067,TID5695,4.592969297991711E82,6,13:49:14
BIL0005,TID9326,4.914477148851131E82,9,16:31:08
BIL5842,TID8703,5.25849054927071E82,5,12:50:56
BIL6677,TID0752,5.62658488771966E82,2,23:45:36
BIL4848,TID9766,6.020445829860037E82,13,19:53:20
BIL0754,TID2000,6.441877037950239E82,14,17:00:40
BIL0480,TID3664,6.892808430606756E82,10,23:30:55
BIL4407,TID2824,7.375305020749229E82,14,13:41:09
BIL7359,TID5870,7.891576372201675E82,11,13:28:51
BIL7217,TID2852,8.443986718255793E82,13,23:35:22
BIL6829,TID6436,9.035065788533698E82,14,12:52:49
BIL4684,TID0523,9.667520393731057E82,1,13:56:18
BIL8547,TID6232,1.0344246821292231E83,1,18:48:30
BIL9404,TID3628,1.1068344098782687E83,14,23:48:46
BIL0269,TID9465,1.1843128185697475E83,13,12:19:08
BIL2458,TID8989,1.2672147158696298E83,12,13:32:49
BIL2304,TID9791,1.355919745980504E83,11,23:07:02
BIL1449,TID0775,1.4508341281991392E83,14,23:50:34
BIL5026,TID8293,1.552392517173079E83,3,19:05:24
BIL3052,TID0300,1.6610599933751945E83,13,19:30:15
BIL1793,TID3747,1.7773341929114583E83,11,16:00:56
BIL1073,TID4737,1.9017475864152603E83,12,17:37:08
BIL1365,TID2136,2.0348699174643286E83,11,13:52:47
BIL1422,TID0683,2.1773108116868317E83,3,15:53:24
BIL4326,TID4652,2.3297225685049098E83,2,12:50:51
BIL1492,TID1865,2.4928031483002534E83,13,13:28:13
BIL0872,TID2442,2.667299368681271E83,7,17:06:17
BIL8040,TID1656,2.85401032448896E83,5,16:39:55
BIL7004,TID7403,3.0537910472031873E83,4,19:08:09
BIL6562,TID5117,3.2675564205074107E83,9,15:00:09
BIL8068,TID9688,3.4962853699429293E83,10,17:03:15
BIL3936,TID3136,3.7410253458389346E83,1,14:42:46
BIL3622,TID4479,4.00289712004766E83,5,23:34:08
BIL8803,TID1312,4.283099918450996E83,14,18:20:16
BIL3158,TID0147,4.582916912742566E83,4,17:25:00
BIL1728,TID6754,4.903721096634546E83,13,17:05:45
BIL9998,TID3207,5.246981573398964E83,15,18:49:33
BIL3881,TID7155,5.614270283536892E83,4,15:15:50
BIL2802,TID7735,6.007269203384474E83,12,17:19:34
BIL2822,TID4528,6.427778047621387E83,11,12:56:14
BIL7378,TID5519,6.877722510954884E83,13,12:28:30
BIL7178,TID3659,7.359163086721726E83,1,18:59:21
BIL5013,TID3504,7.874304502792247E83,5,13:39:10
BIL2387,TID7871,8.425505817987705E83,4,23:31:08
BIL5099,TID8670,9.015291225246844E83,12,19:41:29
BIL7309,TID1699,9.646361611014123E83,2,19:28:20
BIL1904,TID5161,1.032160692378511E84,9,11:12:19
BIL8230,TID8340,1.1044119408450069E84,9,16:38:48
BIL4690,TID9763,1.1817207767041574E84,11,15:16:46
BIL8179,TID8885,1.2644412310734485E84,3,13:22:59
BIL6990,TID7537,1.35295211724859E84,6,14:01:40
BIL7598,TID4086,1.4476587654559912E84,4,12:36:16
BIL1149,TID0174,1.5489948790379105E84,7,23:42:55
BIL1443,TID9665,1.6574245205705642E84,5,17:47:31
BIL7178,TID2826,1.7734442370105037E84,8,15:47:41
BIL6246,TID0255,1.897585333601239E84,11,13:31:04
BIL8530,TID5576,2.0304163069533257E84,3,17:09:09
BIL1260,TID5522,2.1725454484400585E84,5,18:21:44
BIL9395,TID8157,2.3246236298308627E84,10,14:47:07
BIL6190,TID9890,2.4873472839190232E84,4,18:34:51
BIL2713,TID9735,2.661461593793355E84,7,17:35:07
BIL7389,TID8578,2.8477639053588897E84,13,23:14:55
BIL2388,TID3072,3.047107378734012E84,5,18:08:28
BIL3721,TID7360,3.2604048952453932E84,10,23:08:10
BIL2756,TID5502,3.4886332379125707E84,11,19:08:58
BIL3492,TID8679,3.7328375645664505E84,4,18:13:54
BIL4081,TID9635,3.994136194086102E84,3,15:25:25
BIL8674,TID2181,4.273725727672129E84,7,12:15:55
BIL7224,TID3521,4.5728865286091785E84,6,13:06:45
BIL8277,TID8790,4.892988585611821E84,12,16:08:19
BIL9311,TID3983,5.235497786604648E84,2,11:47:17
BIL3446,TID8996,5.601982631666973E84,14,19:53:05
BIL3145,TID1156,5.994121415883662E84,9,11:02:37
BIL9263,TID1419,6.413709914995518E84,7,19:11:49
BIL3397,TID0579,6.862669609045205E84,12,13:37:46
BIL1442,TID7056,7.343056481678369E84,5,15:22:47
BIL4986,TID5355,7.857070435395856E84,11,16:19:25
BIL0910,TID9471,8.407065365873566E84,15,16:24:23
BIL2000,TID7095,8.995559941484715E84,1,15:00:59
BIL6860,TID9102,9.625249137388646E84,2,16:05:53
BIL6162,TID8357,1.0299016577005852E85,8,17:40:59
BIL1017,TID2005,1.1019947737396262E85,5,23:17:49
BIL7895,TID8944,1.1791344079014E85,5,18:13:55
BIL4095,TID1718,1.261673816454498E85,4,17:37:12
BIL1904,TID4196,1.3499909836063129E85,5,14:14:00
BIL9878,TID7609,1.4444903524587549E85,2,12:05:18
BIL8864,TID8663,1.5456046771308677E85,7,23:04:08
BIL9070,TID7632,1.6537970045300283E85,7,11:06:15
BIL8046,TID2277,1.7695627948471304E85,7,12:08:11
BIL0851,TID2588,1.8934321904864295E85,3,16:13:50
BIL6399,TID3258,2.0259724438204796E85,12,15:37:28
BIL1813,TID0882,2.1677905148879132E85,8,12:40:52
BIL1510,TID8927,2.319535850930067E85,11,13:06:17
BIL1249,TID1493,2.481903360495172E85,7,15:30:20
BIL2485,TID1147,2.655636595729834E85,3,15:24:54
BIL3374,TID6200,2.8415311574309223E85,11,23:33:52
BIL2009,TID2265,3.040438338451087E85,5,19:12:13
BIL1695,TID0036,3.253269022142663E85,8,12:30:02
BIL1962,TID8398,3.480997853692649E85,5,12:36:20
BIL7594,TID7797,3.7246677034511344E85,9,23:06:36
BIL9906,TID1823,3.985394442692714E85,9,11:00:15
BIL9443,TID7952,4.264372053681204E85,8,23:05:16
BIL4652,TID0269,4.5628780974388884E85,2,18:49:32
BIL2315,TID0262,4.882279564259611E85,6,23:21:55
BIL0620,TID6824,5.2240391337577835E85,2,16:44:09
BIL4561,TID9316,5.5897218731208286E85,2,12:56:02
BIL4940,TID6953,5.9810024042392866E85,8,15:34:51
BIL7033,TID4629,6.399672572536037E85,14,16:03:15
BIL3805,TID6807,6.847649652613559E85,13,23:27:52
BIL0609,TID2415,7.326985128296509E85,15,18:00:28
BIL3099,TID9585,7.839874087277264E85,12,23:53:17
BIL8369,TID4097,8.388665273386672E85,5,23:20:41
BIL5208,TID0964,8.975871842523739E85,14,13:09:04
BIL3012,TID0872,9.6041828715004E85,6,14:56:18
BIL9336,TID7317,1.0276475672505428E86,14,13:30:17
BIL0593,TID1098,1.0995828969580808E86,15,16:07:53
BIL8277,TID4080,1.1765536997451465E86,15,23:06:10
BIL9559,TID5464,1.258912458727307E86,6,15:25:12
BIL7025,TID8796,1.3470363308382184E86,8,13:50:37
BIL2389,TID1778,1.4413288739968937E86,13,14:14:33
BIL3406,TID1077,1.5422218951766762E86,15,17:29:08
BIL2008,TID4498,1.6501774278390437E86,7,12:45:01
BIL2915,TID7272,1.7656898477877768E86,11,17:09:16
BIL8339,TID2854,1.8892881371329212E86,13,18:34:49
BIL4267,TID8592,2.0215383067322259E86,2,14:50:11
BIL2049,TID0199,2.1630459882034816E86,11,23:43:34
BIL1604,TID0655,2.3144592073777253E86,13,12:13:19
BIL3694,TID8601,2.476471351894166E86,3,11:24:44
BIL9133,TID3322,2.649824346526758E86,3,16:36:40
BIL7467,TID3325,2.8353120507836306E86,3,16:58:09
BIL4470,TID7471,3.0337838943384847E86,15,19:11:30
BIL1391,TID1084,3.2461487669421785E86,8,16:46:57
BIL2379,TID6234,3.473379180628131E86,11,15:35:13
BIL4204,TID6905,3.7165157232721E86,11,13:46:58
BIL0851,TID2029,3.9766718239011474E86,15,13:24:16
BIL1249,TID1402,4.255038851574228E86,1,13:05:44
BIL9574,TID3441,4.5528915711844237E86,3,14:27:19
BIL4788,TID8998,4.8715939811673335E86,14,18:20:07
BIL0720,TID5329,5.212605559849047E86,3,23:46:48
BIL3906,TID9734,5.577487949038481E86,12,23:59:28
BIL8806,TID6521,5.967912105471174E86,2,14:14:46
BIL2902,TID9175,6.385665952854157E86,4,23:14:27
BIL1627,TID7835,6.832662569553948E86,6,15:35:12
BIL6414,TID5145,7.310948949422724E86,4,13:30:15
BIL4540,TID8971,7.822715375882315E86,12,19:09:59
BIL9696,TID1232,8.370305452194077E86,8,18:26:51
BIL1060,TID0314,8.956226833847663E86,3,23:05:00
BIL6825,TID8144,9.583162712217E86,12,16:01:25
BIL5522,TID8570,1.025398410207219E87,4,19:37:19
BIL9538,TID4210,1.0971762989217243E87,13,15:58:12
BIL1964,TID5958,1.173978639846245E87,12,17:34:29
BIL8202,TID2535,1.2561571446354821E87,11,11:31:45
BIL9219,TID9740,1.3440881447599658E87,8,14:02:05
BIL8961,TID5218,1.4381743148931634E87,5,15:08:16
BIL9684,TID2951,1.538846516935685E87,8,16:29:31
BIL1492,TID7500,1.6465657731211828E87,4,13:35:39
BIL4471,TID2377,1.7618253772396656E87,12,15:53:24
BIL7173,TID6706,1.8851531536464423E87,3,14:05:06
BIL1500,TID4198,2.0171138744016934E87,1,19:10:43
BIL0795,TID5153,2.158311845609812E87,1,11:03:24
BIL4780,TID2917,2.3093936748024987E87,1,11:50:03
BIL0218,TID1370,2.4710512320386736E87,3,16:54:46
BIL8927,TID8612,2.644024818281381E87,15,23:54:27
BIL6149,TID0584,2.8291065555610776E87,13,12:38:05
BIL4701,TID2298,3.027144014450353E87,8,13:25:44
BIL4100,TID6380,3.239044095461878E87,3,12:25:01
BIL3111,TID2835,3.4657771821442093E87,12,11:27:23
BIL3570,TID7098,3.7083815848943037E87,7,13:50:52
BIL6354,TID2327,3.967968295836905E87,9,23:54:37
BIL3257,TID2960,4.245726076545488E87,12,23:30:45
BIL3299,TID6170,4.542926901903673E87,10,19:03:04
BIL2707,TID2911,4.86093178503693E87,10,15:21:56
BIL0040,TID1603,5.201197009989515E87,10,12:18:31
BIL5262,TID5475,5.565280800688781E87,9,11:12:30
BIL1962,TID8817,5.954850456736996E87,8,17:46:53
BIL9278,TID0442,6.371689988708585E87,14,18:25:59
BIL6555,TID6509,6.817708287918186E87,12,16:32:28
BIL9422,TID6749,7.294947868072459E87,11,13:08:31
BIL9562,TID0508,7.805594218837531E87,11,13:50:07
BIL1813,TID1956,8.351985814156158E87,9,15:44:15
BIL3688,TID1004,8.936624821147089E87,14,15:06:00
BIL5337,TID6839,9.562188558627384E87,7,19:10:36
BIL0101,TID4138,1.0231541757731301E88,15,12:34:45
BIL6139,TID3821,1.0947749680772493E88,11,13:09:54
BIL7544,TID7624,1.1714092158426566E88,10,14:09:11
BIL5612,TID8425,1.2534078609516426E88,7,11:39:48
BIL2038,TID5657,1.3411464112182576E88,5,11:41:12
BIL6372,TID1633,1.4350266600035357E88,2,12:01:12
BIL1994,TID9785,1.5354785262037832E88,3,12:02:56
BIL9724,TID3911,1.6429620230380482E88,14,17:17:32
BIL6886,TID1704,1.7579693646507117E88,7,19:11:19
BIL7372,TID9354,1.8810272201762617E88,15,16:10:21
BIL2222,TID3122,2.0126991255886E88,14,14:07:12
BIL4795,TID0161,2.153588064379802E88,9,12:37:20
BIL1686,TID0164,2.304339228886388E88,7,19:53:50
BIL1757,TID0829,2.4656429749084353E88,4,17:56:08
BIL7704,TID0420,2.638237983152026E88,2,16:30:29
BIL5446,TID6849,2.822914641972668E88,7,19:08:25
BIL4005,TID7528,3.020518666910755E88,14,19:16:49
BIL6304,TID0002,3.2319549735945075E88,8,15:34:23
BIL4781,TID8481,3.458191821746123E88,2,23:53:51
BIL5464,TID0615,3.7002652492683516E88,4,18:51:57
BIL7364,TID1918,3.959283816717136E88,10,19:05:04
BIL3818,TID5167,4.236433683887336E88,9,23:53:25
BIL0404,TID5481,4.53298404175945E88,7,14:41:43
BIL3769,TID3388,4.850292924682611E88,2,12:30:21
BIL4184,TID8261,5.189813429410394E88,14,13:59:22
BIL6165,TID9946,5.553100369469122E88,2,15:35:50
BIL4840,TID0757,5.9418173953319604E88,2,19:15:21
BIL6414,TID3633,6.3577446130051975E88,6,13:30:10
BIL1326,TID9315,6.802786735915562E88,9,17:20:03
BIL1207,TID1943,7.278981807429651E88,10,14:56:08
BIL2515,TID4436,7.788510533949726E88,12,11:50:25
BIL7405,TID6804,8.333706271326207E88,14,12:49:25
BIL9891,TID3248,8.917065710319041E88,14,18:32:16
BIL6309,TID0219,9.541260310041374E88,8,16:15:33
BIL7598,TID6697,1.020914853174427E89,15,12:48:44
BIL3787,TID5100,1.092378892896637E89,8,12:25:00
BIL3692,TID4409,1.1688454153994016E89,2,19:32:24
BIL9878,TID4173,1.2506645944773596E89,13,16:03:17
BIL6900,TID1092,1.338211116090775E89,13,18:06:00
BIL7161,TID7558,1.431885894217129E89,14,12:31:10
BIL0720,TID2130,1.532117906812328E89,2,23:57:37
BIL0592,TID5944,1.6393661602891912E89,9,23:09:32
BIL4279,TID9731,1.7541217915094345E89,5,13:51:12
BIL9435,TID0959,1.876910316915095E89,13,11:05:17
BIL8002,TID5569,2.0082940390991516E89,12,13:42:30
BIL5346,TID9074,2.1488746218360922E89,6,16:36:49
BIL7409,TID0964,2.2992958453646188E89,11,23:48:28
BIL5261,TID0228,2.460246554540142E89,9,18:04:00
BIL0210,TID2083,2.632463813357952E89,12,12:11:22
BIL3955,TID1166,2.816736280293009E89,8,23:09:09
BIL9428,TID3890,3.01390781991352E89,9,17:40:29
BIL0968,TID2335,3.224881367307466E89,11,12:26:13
BIL0027,TID5049,3.450623063018989E89,13,11:05:19
BIL3110,TID1459,3.692166677430318E89,13,14:01:18
BIL3099,TID1917,3.95061834485044E89,13,15:09:56
BIL8240,TID4703,4.227161628989971E89,11,13:09:36
BIL9256,TID8101,4.523062943019269E89,10,12:45:21
BIL9404,TID7432,4.839677349030618E89,5,12:06:50
BIL4661,TID1737,5.178454763462762E89,14,19:27:21
BIL7002,TID7205,5.540946596905155E89,5,13:20:04
BIL3837,TID5361,5.928812858688516E89,8,11:45:09
BIL1329,TID5213,6.343829758796712E89,4,16:26:40
BIL2314,TID8595,6.787897841912482E89,6,15:37:11
BIL4481,TID0910,7.263050690846355E89,2,12:37:10
BIL0015,TID9245,7.771464239205601E89,12,14:40:24
BIL6371,TID3322,8.315466735949993E89,11,11:35:44
BIL5343,TID9112,8.897549407466492E89,2,14:18:34
BIL3667,TID9682,9.520377865989146E89,2,13:57:20
BIL0464,TID1730,1.0186804316608388E90,2,18:41:30
BIL9909,TID4842,1.0899880618770976E90,8,23:01:19
BIL9624,TID7818,1.1662872262084944E90,10,17:02:14
BIL8648,TID0938,1.247927332043089E90,2,13:35:55
BIL9769,TID4238,1.3352822452861053E90,10,17:11:06
BIL9687,TID3638,1.4287520024561326E90,5,15:45:53
BIL5849,TID1608,1.5287646426280619E90,5,18:41:10
BIL5003,TID1773,1.6357781676120262E90,3,15:02:38
BIL9869,TID5761,1.750282639344868E90,11,17:46:48
BIL4225,TID7024,1.8728024240990088E90,6,12:20:14
BIL6026,TID4854,2.0038985937859394E90,7,14:52:01
BIL2930,TID4480,2.1441714953509553E90,1,11:26:43
BIL3003,TID9041,2.294263500025522E90,3,18:05:06
BIL3303,TID5135,2.4548619450273084E90,8,23:03:47
BIL2637,TID8905,2.6267022811792202E90,14,11:40:49
BIL2807,TID9816,2.810571440861766E90,15,14:23:07
BIL5956,TID7159,3.0073114417220893E90,8,13:37:23
BIL5179,TID9462,3.2178232426426356E90,5,18:14:10
BIL3290,TID6361,3.4430708696276203E90,2,13:31:25
BIL0743,TID9909,3.6840858305015536E90,7,13:08:55
BIL7460,TID3826,3.9419718386366626E90,2,23:50:16
BIL6460,TID7516,4.217909867341229E90,7,12:53:23
BIL6411,TID1830,4.513163558055115E90,2,15:44:12
BIL7106,TID4042,4.829085007118973E90,9,11:28:04
BIL0074,TID6520,5.167120957617301E90,2,19:02:30
BIL5316,TID9040,5.528819424650513E90,7,23:53:54
BIL5021,TID8067,5.915836784376049E90,2,14:01:25
BIL4168,TID2796,6.329945359282372E90,10,15:52:23
BIL1825,TID4015,6.773041534432138E90,10,17:13:10
BIL2044,TID3791,7.247154441842388E90,7,12:21:25
BIL4252,TID6976,7.754455252771355E90,5,11:50:00
BIL9732,TID5142,8.29726712046535E90,13,17:31:28
BIL5445,TID2903,8.878075818897925E90,2,17:30:39
BIL8355,TID5736,9.499541126220781E90,10,14:50:06
BIL2306,TID1276,1.0164509005056236E91,7,23:46:36
BIL3388,TID8072,1.0876024635410173E91,10,17:25:23
BIL1164,TID5511,1.1637346359888885E91,2,15:12:02
BIL9934,TID8448,1.2451960605081107E91,4,23:37:26
BIL7717,TID5169,1.3323597847436785E91,2,17:27:40
BIL1201,TID7427,1.425624969675736E91,2,18:49:01
BIL5631,TID9206,1.5254187175530376E91,3,12:16:28
BIL4478,TID4614,1.63219802778175E91,3,17:00:40
BIL3570,TID4307,1.7464518897264727E91,14,16:58:02
BIL6218,TID7068,1.8687035220073258E91,15,14:20:01
BIL4296,TID2629,1.9995127685478387E91,3,16:42:33
BIL9901,TID1126,2.1394786623461874E91,1,23:59:06
BIL9347,TID7547,2.2892421687104207E91,2,16:15:33
BIL7838,TID7118,2.4494891205201503E91,1,23:41:34
BIL5459,TID2180,2.6209533589565607E91,5,23:52:48
BIL3257,TID1236,2.80442009408352E91,1,16:23:41
BIL4971,TID8107,3.0007295006693665E91,4,19:25:48
BIL2422,TID9301,3.2107805657162223E91,7,16:17:27
BIL7868,TID8466,3.435535205316358E91,2,16:32:43
BIL7780,TID9386,3.676022669688503E91,5,15:49:36
BIL3258,TID1337,3.9333442565666984E91,8,11:42:11
BIL6761,TID2701,4.2086783545263675E91,10,15:49:52
BIL2966,TID6995,4.503285839343213E91,11,16:48:09
BIL5847,TID1319,4.818515848097238E91,3,16:00:50
BIL4373,TID3682,5.155811957464045E91,11,14:08:07
BIL7377,TID3323,5.5167187944865276E91,12,12:06:21
BIL7118,TID6137,5.902889110100585E91,9,11:22:07
BIL9026,TID0159,6.316091347807626E91,3,17:48:14
BIL5529,TID2039,6.758217742154159E91,13,16:32:21
BIL5485,TID9904,7.231292984104951E91,5,17:01:50
BIL8012,TID5074,7.737483492992298E91,12,14:08:13
BIL1508,TID4814,8.27910733750176E91,11,12:27:23
BIL9769,TID3244,8.858644851126884E91,2,11:12:32
BIL6149,TID1939,9.478749990705765E91,14,23:56:01
BIL0973,TID0732,1.0142262490055168E92,13,15:53:12
BIL9969,TID0113,1.085222086435903E92,13,12:25:46
BIL3916,TID6071,1.1611876324864163E92,11,15:40:10
BIL7738,TID2650,1.2424707667604654E92,7,15:28:15
BIL7708,TID3554,1.329443720433698E92,13,15:39:59
BIL3412,TID9100,1.422504780864057E92,7,11:44:23
BIL2772,TID1667,1.522080115524541E92,6,19:46:45
BIL8369,TID2044,1.628625723611259E92,9,14:47:07
BIL4029,TID0630,1.742629524264047E92,14,15:13:56
BIL7515,TID2251,1.8646135909625304E92,9,18:36:17
BIL0598,TID1610,1.9951365423299077E92,8,17:25:27
BIL6715,TID4621,2.134796100293001E92,13,11:04:59
BIL8528,TID7297,2.2842318273135113E92,14,23:53:51
BIL4858,TID8304,2.444128055225457E92,3,14:19:55
BIL5390,TID2098,2.615217019091239E92,1,13:53:49
BIL9256,TID2801,2.7982822104276255E92,10,17:02:35
BIL3499,TID3447,2.994161965157559E92,14,13:36:28
BIL2450,TID3095,3.203753302718588E92,5,16:59:34
BIL1464,TID1795,3.428016033908889E92,5,14:51:37
BIL0329,TID5147,3.667977156282511E92,4,19:10:30
BIL5203,TID3702,3.924735557222287E92,1,13:18:54
BIL0308,TID5577,4.1994670462278475E92,3,19:19:09
BIL5664,TID7685,4.493429739463797E92,13,18:29:12
BIL7067,TID8461,4.807969821226263E92,5,16:36:20
BIL9134,TID0807,5.144527708712101E92,14,17:56:52
BIL9966,TID4087,5.504644648321949E92,5,18:13:25
BIL1032,TID6423,5.889969773704486E92,4,16:41:06
BIL0395,TID7867,6.3022676578638E92,7,18:28:32
BIL8489,TID2005,6.743426393914265E92,7,16:45:46
BIL1322,TID4612,7.215466241488264E92,10,13:47:41
BIL1820,TID1226,7.720548878392442E92,11,19:54:29
BIL6007,TID5597,8.260987299879912E92,5,11:35:25
BIL2162,TID1544,8.839256410871506E92,2,11:01:30
BIL6860,TID7367,9.458004359632511E92,11,12:16:26
BIL9457,TID0547,1.0120064664806786E93,13,14:58:32
BIL2653,TID6161,1.082846919134326E93,9,11:46:51
BIL1576,TID0641,1.158646203473729E93,1,18:34:44
BIL5905,TID5974,1.23975143771689E93,8,16:04:18
BIL8957,TID2236,1.3265340383570723E93,12,14:52:11
BIL8461,TID7399,1.4193914210420674E93,10,17:25:31
BIL2401,TID0620,1.518748820515012E93,1,19:01:36
BIL3159,TID7415,1.6250612379510629E93,13,11:39:26
BIL3079,TID3772,1.7388155246076373E93,5,17:06:16
BIL6665,TID0618,1.8605326113301718E93,10,17:32:27
BIL2847,TID1730,1.9907698941232838E93,9,14:06:50
BIL2604,TID0768,2.130123786711914E93,14,14:45:18
BIL6335,TID5674,2.2792324517817476E93,6,17:55:51
BIL6148,TID4842,2.43877872340647E93,4,16:47:18
BIL4553,TID8134,2.609493234044923E93,10,12:54:03
BIL4501,TID2064,2.7921577604280675E93,14,12:29:17
BIL9430,TID2901,2.9876088036580324E93,7,11:25:20
BIL5021,TID7413,3.196741419914095E93,14,18:12:01
BIL2238,TID6354,3.4205133193080814E93,5,13:00:01
BIL1195,TID5405,3.659949251659647E93,14,15:14:14
BIL8406,TID6074,3.9161456992758226E93,14,13:42:15
BIL5805,TID8179,4.19027589822513E93,13,15:29:50
BIL4123,TID9742,4.483595211100889E93,2,13:57:55
BIL5069,TID2013,4.797446875877952E93,13,12:50:56
BIL5614,TID9453,5.133268157189408E93,2,17:22:37
BIL2695,TID2519,5.492596928192667E93,7,23:11:35
BIL0352,TID3328,5.877078713166153E93,6,15:47:04
BIL0415,TID0729,6.288474223087784E93,1,17:11:29
BIL5545,TID6181,6.728667418703929E93,14,13:44:51
BIL7865,TID1559,7.199674138013204E93,4,11:40:21
BIL2908,TID7261,7.703651327674129E93,11,11:40:10
BIL1243,TID2350,8.2429069206113175E93,2,16:23:46
BIL1588,TID4673,8.81991040505411E93,7,14:45:23
BIL2046,TID7087,9.437304133407897E93,8,11:52:52
BIL1374,TID8547,1.009791542274645E94,1,14:29:40
BIL7444,TID8341,1.0804769502338701E94,13,19:59:00
BIL0151,TID7916,1.1561103367502411E94,9,16:06:03
BIL9171,TID9455,1.237038060322758E94,12,13:16:11
BIL0815,TID1689,1.323630724545351E94,7,17:13:09
BIL2888,TID1521,1.4162848752635255E94,4,17:13:26
BIL0122,TID7994,1.5154248165319723E94,7,16:42:11
BIL8007,TID8946,1.6215045536892103E94,5,12:37:37
BIL1618,TID0910,1.735009872447455E94,9,12:13:17
BIL6791,TID8008,1.8564605635187768E94,1,11:44:52
BIL1562,TID3378,1.9864128029650912E94,13,14:06:14
BIL9770,TID6992,2.1254616991726478E94,14,13:37:25
BIL9212,TID2573,2.274244018114733E94,8,18:30:33
BIL6096,TID5841,2.4334410993827643E94,12,23:39:45
BIL0851,TID0485,2.603781976339558E94,12,18:42:31
BIL0565,TID1665,2.786046714683327E94,15,16:25:57
BIL1500,TID4919,2.98106998471116E94,13,18:21:25
BIL5355,TID3991,3.1897448836409414E94,14,19:07:04
BIL6289,TID1850,3.413027025495808E94,6,13:12:35
BIL0902,TID0495,3.651938917280514E94,9,12:09:41
BIL9900,TID1160,3.90757464149015E94,15,18:04:57
BIL8591,TID6556,4.1811048663944604E94,4,15:05:58
BIL2493,TID6385,4.473782207042073E94,15,13:20:21
BIL1401,TID7891,4.786946961535018E94,9,14:23:40
BIL5424,TID1366,5.1220332488424696E94,13,17:17:41
BIL4221,TID5157,5.480575576261443E94,13,19:26:29
BIL1996,TID2321,5.8642158665997436E94,11,23:36:05
BIL0007,TID8980,6.274710977261725E94,15,19:57:12
BIL8946,TID1889,6.713940745670046E94,12,13:57:26
BIL7479,TID6299,7.183916597866949E94,4,14:33:01
BIL9781,TID6985,7.686790759717635E94,12,12:47:06
BIL7803,TID7741,8.224866112897869E94,14,15:44:43
BIL1678,TID4452,8.80060674080072E94,12,14:58:50
BIL4682,TID1484,9.41664921265677E94,6,15:25:57
BIL3079,TID9233,1.0075814657542744E95,3,19:23:31
BIL4308,TID7238,1.0781121683570736E95,3,14:07:12
BIL6438,TID6726,1.1535800201420687E95,8,17:40:02
BIL0281,TID9280,1.2343306215520136E95,2,12:54:32
BIL1664,TID8090,1.3207337650606546E95,10,15:39:59
BIL1535,TID5685,1.4131851286149004E95,4,14:50:33
BIL4190,TID4039,1.5121080876179433E95,13,11:24:32
BIL3774,TID4564,1.6179556537511994E95,5,15:59:08
BIL4992,TID8703,1.7312125495137834E95,10,11:20:00
BIL5980,TID3082,1.8523974279797482E95,1,14:11:26
BIL1760,TID6998,1.9820652479383306E95,6,15:26:16
BIL5333,TID5087,2.1208098152940136E95,6,18:38:49
BIL0572,TID0196,2.2692665023645947E95,14,12:50:12
BIL3841,TID7658,2.4281151575301163E95,14,15:08:46
BIL1520,TID7438,2.5980832185572244E95,7,18:27:36
BIL3501,TID8947,2.7799490438562305E95,14,13:41:06
BIL2888,TID0865,2.9745454769261664E95,13,13:20:45
BIL5807,TID8334,3.182763660310998E95,13,11:18:45
BIL1445,TID0755,3.405557116532768E95,6,15:19:17
BIL6949,TID8786,3.643946114690062E95,11,17:06:56
BIL1580,TID3899,3.899022342718366E95,8,23:17:56
BIL3563,TID0457,4.1719539067086517E95,1,13:09:41
BIL8090,TID0364,4.4639906801782574E95,6,18:03:38
BIL4259,TID5167,4.7764700277907354E95,15,16:16:12
BIL7774,TID6209,5.110822929736087E95,6,11:00:32
BIL0011,TID3943,5.468580534817613E95,5,23:00:17
BIL5522,TID4837,5.851381172254845E95,10,14:00:53
BIL6142,TID7910,6.260977854312685E95,3,13:18:33
BIL5776,TID0736,6.699246304114572E95,8,19:39:24
BIL3346,TID8558,7.168193545402592E95,9,19:16:46
BIL6542,TID2768,7.669967093580774E95,4,12:14:44
BIL5815,TID0845,8.206864790131428E95,4,23:55:31
BIL6791,TID3459,8.781345325440627E95,5,18:53:01
BIL6388,TID0025,9.396039498221471E95,8,15:58:43
