barName,phoneNumber,barLicense,bartenderID,State of Residence,
The Plumbers Arms — Teachers (2001-2003),(259) 385-7742,cEqJG,2886441643,NV,
 by Kingsley Amis [3],(622) 286-1124,qMkSBWbxC,0203986893,HI,
Boobies — Space Dandy,(830) 651-1296,aEFWCD,1035856533,WY,
Dog And Duck — No Angels (2004-2006),(818) 332-1000,aUUUnZbWGQXgqa,0645148173,AR,
The Six Jolly Fellowship Porters — Our Mutual Friend,(664) 905-7176,tVOfVLTQ,2045484856,AR,
Playaz Club — 1994 song of the same title by Rappin' 4-Tay,(376) 359-2019,dxCpjqqwUz,8467161929,MI,
Maccadam's Old Oil House — Transformers franchise,(961) 439-6491,aUUUnZbWGQXgqa,6517839973,ME,
 30 High Street,(965) 764-4863,UXrEXjkEpnEKPdGPDos,2325153917,NH,
Inn of Ill Omen — The Elder Scrolls IV: Oblivion,(622) 286-1124,SwUwIrksArHxRbOtsNv,8402024477,CO,
Fitzgerald's — Ballykissangel,(547) 521-6601,diOKL,3703180632,LA,
Inn of the Last Home — Dragonlance,(457) 701-7964,bNQVwc,5997407613,UT,
Broken Keel Tavern — World of Warcraft,(955) 646-4001,cUngxdbxvBlCMrdn,7577506013,ME,
Founding Fathers — Bones,(603) 274-9446,vVjjt,5522913924,NY,
000 Streets Under the Sky by Patrick Hamilton,(339) 382-8591,kJcaAxPMYjvHQnDIIe,8219361042,CT,
The Count's Arms — The Elder Scrolls IV: Oblivion,(455) 269-3147,ahAzaOlgzskYHm,9790384424,AK,
Charlie's — Neighbours,(448) 698-2982,bjFBxlEu,3558194269,NH,
Kennedy's — Scarlett,(223) 451-6214,ImEcCSwpNBBjLuxzkQ,8613359368,AR,
The Black Lion — Dad's Army,(622) 286-1124,hGaNlarkleHyZdogWymi,5505541444,WV,
Romanoff's — The Little Sister by Raymond Chandler,(562) 507-7384,ciazPsbeywuBYM,9149214187,KS,
The Foaming Flask — The Elder Scrolls IV: Oblivion,(264) 539-9136,rwmsoZ,3951463591,AR,
The Grapes — Early Doors,(769) 400-2541,bNQVwc,6308134186,KS,
The Golden Perch — Lord of the Rings,(389) 877-7945,ahAzaOlgzskYHm,5601885946,KS,
The White Swan — Man About the House,(426) 765-3084,SWJyatpbHlzSX,3717883220,NH,
The Old Haunt — Castle,(426) 765-3084,aUUUnZbWGQXgqa,6212212701,GA,
Romanoff's — The Little Sister by Raymond Chandler,(408) 308-1637,siiWmYqPTHuJwxoP,9121529975,CT,
The Slaughtered Lamb — An American Werewolf in London (1981),(924) 289-8402,PdosmDgiHf,8369512118,WV,
Deville — Arrow,(562) 507-7384,vIXwFY,3532778082,NC,
000 Streets Under the Sky by Patrick Hamilton,(573) 231-2744,RLukQlrxksjRjaYQjoZz,6474097304,PA,
O'Malley's Bar — 1996 song of the same name by Nick Cave and the Bad Seeds,(562) 507-7384,UXrEXjkEpnEKPdGPDos,5152550310,LA,
 by J. Meade Faulkner,(707) 438-9674,mQKBM,9692586836,HI,
Dal Riata — Lost Girl,(440) 321-3100,GepHphxGkVGmYJ,0366509542,AZ,
The Raven — Marion Ravenwood's bar in Nepal in Raiders of the Lost Ark of the Indiana Jones franchise,(389) 877-7945,mQKBM,1564672383,TN,
The Winchester Tavern — Shaun of the Dead (2004),(818) 332-1000,hGaNlarkleHyZdogWymi,8293666846,AL,
The Lamb & Flag — Bottom (1991-1995),(622) 286-1124,LgMkLnhFuAet,8432360453,MA,
The Rabennest (Raven's Nest) — Wolfenstein,(788) 308-2578,MRnQNysKkV,7263885403,MO,
 fifth novel in The Hitchhiker's Guide to the Galaxy series by Douglas Adams,(825) 805-7288,PAasBYvBr,0052483904,TN,
The Silent Woman — The Scarecrow of Romney Marsh,(961) 439-6491,OdROrFvLjhfn,0123789056,UT,
The Jockey — Shameless,(204) 853-6634,VLoofM,7653897833,AZ,
 fifth novel in The Hitchhiker's Guide to the Galaxy series by Douglas Adams,(817) 225-3731,EIQnqBUjwIxS,0897313140,IL,
Jenny's — Still Game,(622) 286-1124,ElstokWwsfuj,9608622775,SD,
Dog And Duck — No Angels (2004-2006),(460) 330-2674,KWTdwvIgBmWrY,8887180467,OR,
The Hip Joint — Futurama (1999),(250) 665-7321,GEtCTQBuBxHjLGQ,6770058128,WI,
 East Cheam — Hancock's Half Hour,(331) 891-7914,DkgnmDV,0814501547,MI,
The Punch Tavern — Oblivion by Anthony Horowitz,(704) 229-7495,PIlFxWMCFMgzWYhpebtP,1727537905,DC,
The Sole Regret — Bastion video game,(408) 308-1637,qMkSBWbxC,1968827754,AK,
Low Point — How I Met Your Mother,(664) 905-7176,ElstokWwsfuj,0521195737,GA,
Vesuvio — The Sopranos,(407) 486-9848,GepHphxGkVGmYJ,8918145136,KS,
 later renamed Bob's Country Kitchen in the sequel,(969) 543-6991,siiWmYqPTHuJwxoP,2332269483,WY,
The Grapes — Early Doors,(457) 701-7964,YTXhp,6098640320,CO,
LUX — Lucifer,(975) 933-3468,DAhmibabDnJwATEbr,0117385920,AK,
The Lost Lady Saloon — The Outlaw Josey Wales,(250) 665-7321,dyYqHYWn,5211670756,WV,
The Crow's Nest — The Perfect Storm (2000),(664) 905-7176,yvsxNzBUG,8644696032,FL,
The Cat & Fiddle — the other pub in The Archers,(902) 940-6870,XQkoxDNpYnXfX,7658288384,NH,
The Boatman — Four Weddings and a Funeral (1994); The Kings Arms,(830) 651-1296,rwmsoZ,0741747237,NY,
Samoan Joe's — Lock,(818) 332-1000,FTVpRPv,7053912887,MS,
 the bar downstairs from Nate's apartment,(972) 769-2769,hNfavOCVeivafVmk,4045213074,TN,
Glenister's — Life on Mars (U.S. version); a "cop bar" named in tribute to Philip Glenister of the original version,(332) 815-7645,VxpLUTXUXt,3022272064,CT,
Fitzgerald's — Ballykissangel,(924) 289-8402,MVJELwFUqogMx,3040233416,MT,
 Part 1 and Henry IV,(874) 648-1708,DkgnmDV,9191994912,MD,
 by J. Meade Faulkner,(376) 359-2019,aUUUnZbWGQXgqa,9841280766,NY,
F[edit],(707) 438-9674,ImEcCSwpNBBjLuxzkQ,1583723075,NE,
 on his second album Don't Fight the Feelin',(843) 876-7257,GuAMjsGVN,7154568998,MO,
The Three Sisters' Inn — The Elder Scrolls IV: Oblivion,(843) 876-7257,yvsxNzBUG,5232642457,DE,
 1939 play by Eugene O'Neill,(826) 806-8072,LOqpHQoEJt,1417026904,NV,
 1892) — Doctor Who,(472) 299-8437,cyBAsWWMXXvUDdt,5206349633,AL,
Cocktails and Dreams — Cocktail (1988),(603) 274-9446,SWJyatpbHlzSX,9761419133,UT,
Founding Fathers — Bones,(472) 299-8437,vVjjt,5097849167,TN,
Stone's Throw/Scorched Bone/Setting Sun — A Darker Shade of Magic by V.E. Schwab,(307) 875-2404,KPFgmVWDzrQOv,2117413308,NH,
The Dog and Partridge — Dad's Army,(641) 932-8291,ciazPsbeywuBYM,0532126318,MT,
Mystic Grill — The Vampire Diaries,(560) 778-2982,qLxhsiLTDCGrMCxNIFoJ,9999127246,AZ,
The Brass Lantern — Fallout 3,(321) 556-9661,heQJVn,1086218471,NE,
 1984 novel by William Gibson,(288) 738-6276,VxpLUTXUXt,2432453716,DE,
Electric Psychedelic Pussycat Swingers Club — Austin Powers: International Man of Mystery,(232) 338-3323,OdROrFvLjhfn,8550761577,UT,
The Bull — The Archers,(389) 877-7945,SWJyatpbHlzSX,7313376004,NE,
The Drunken Clam — the bar and primary haunt of Peter Griffin in Family Guy,(802) 900-9835,SRuKBSBp,2576748594,FL,
The Place — The Big Time,(408) 308-1637,znNiblgEAF,4034435107,MI,
Fortune Casino (Metropolis) — Smallville,(967) 682-9571,eeKcKFZpMOQTNty,7439381773,IA,
Puzzles — How I Met Your Mother,(264) 539-9136,hGaNlarkleHyZdogWymi,3157398682,UT,
The Crow's Nest — The Perfect Storm (2000),(472) 299-8437,SWJyatpbHlzSX,9856841152,MO,
The Flowing Bowl — The Elder Scrolls IV: Oblivion,(825) 805-7288,tVOfVLTQ,9162039770,NV,
 Disney TV miniseries starring Patrick McGoohan (1963); episode 1 and 3,(232) 338-3323,UXrEXjkEpnEKPdGPDos,8633747286,CO,
H[edit],(355) 737-3285,GepHphxGkVGmYJ,6225870152,CT,
The Blue Parrot — rival bar run by Sydney Greenstreet's character Signor Ferrari in Casablanca,(250) 665-7321,GEtCTQBuBxHjLGQ,3005613838,ME,
Mystic Grill — The Vampire Diaries,(264) 539-9136,GEtCTQBuBxHjLGQ,8089524536,HI,
The Garrison — Peaky Blinders,(704) 229-7495,cMYudMPX,0378104576,HI,
The Broken Drum/The Mended Drum — Ankh-Morpork in Terry Pratchett's Discworld,(979) 514-5679,pdnra,8179264313,SC,
Jack Rabbit Slim's — Pulp Fiction,(307) 875-2404,RLukQlrxksjRjaYQjoZz,4508399019,MO,
The Intersection — How I Met Your Mother,(972) 769-2769,cyBAsWWMXXvUDdt,2439893933,AZ,
Grilby's — Undertale,(547) 521-6601,KWTdwvIgBmWrY,4356855619,TN,
The Spotted Dog — Game On,(335) 720-9904,tjqMIvvNtxlPYAPEsB,4606261160,ND,
The Skinners Arms — Steptoe and Son,(724) 868-8104,tVOfVLTQ,0399245032,NY,
Trees Lounge — Trees Lounge,(582) 640-5360,LgMkLnhFuAet,7777404743,GA,
Roulette (Metropolis) — Smallville,(448) 698-2982,BNHiZsYn,7834087165,HI,
The Boom Boom Room — Life (1999),(440) 321-3100,VxpLUTXUXt,4128296731,CO,
Cooper's — King of Queens,(335) 720-9904,XAhHVTjjTQFJcMG,6774994813,SC,
Elfsong Tavern — Baldur's Gate: Dark Alliance,(826) 664-5436,qMkSBWbxC,3040233416,NH,
The Bronze — Buffy the Vampire Slayer (1997),(355) 737-3285,aEFWCD,7583252739,TN,
Mystic Grill — The Vampire Diaries,(310) 376-9557,LOqpHQoEJt,1078640448,AK,
Candlehearth Hall — The Elder Scrolls V: Skyrim,(603) 274-9446,vVjjt,6852803445,IL,
 episode "Mixology Certification",(979) 514-5679,qMkSBWbxC,6017349724,MI,
The Grind & Jolt Cafe — Arrow,(519) 256-1779,tjqMIvvNtxlPYAPEsB,8807504844,CO,
P3 — Charmed,(327) 687-6223,isIlxQggMbzmyWDeS,6450844046,NH,
The Green Man — The Wicker Man,(310) 376-9557,WjpUBVYFy,5760196197,ME,
Shooters — Melrose Place,(802) 900-9835,MVJELwFUqogMx,0257589419,MD,
The Red Pony — Longmire,(204) 853-6634,ImEcCSwpNBBjLuxzkQ,0505039336,WY,
 1976 song by Thin Lizzy,(902) 940-6870,aEFWCD,1452033815,NE,
Dugout Inn — Fallout 4,(350) 809-3855,PAasBYvBr,2925778774,HI,
The Iron Horse — Freaks and Geeks,(327) 687-6223,siiWmYqPTHuJwxoP,4730006507,WV,
The Old Pink Dog — So Long and Thanks for All the Fish by Douglas Adams,(281) 658-1479,cJjtLirPRbzKXQTWfxc,6814199002,WV,
Samoan Joe's — Lock,(787) 677-3966,ciazPsbeywuBYM,6603158661,NV,
Candlehearth Hall — The Elder Scrolls V: Skyrim,(872) 487-4928,ahAzaOlgzskYHm,3585519337,NE,
The Ragged Flagon — The Elder Scrolls V: Skyrim (a den of thieves),(787) 677-3966,VLoofM,0557653901,AZ,
The Anchor — Dad's Army,(817) 225-3731,MVJELwFUqogMx,1583723075,MA,
The Iron Horse — Freaks and Geeks,(455) 269-3147,EXsxJQS,7612592374,AK,
The Duke Of Burgundy — Passport to Pimlico (1949),(802) 900-9835,WcwMNdMaoqOMTFnkd,0338310278,UT,
The Nag's Head — Only Fools and Horses,(376) 359-2019,cyBAsWWMXXvUDdt,6334157863,NC,
Rovers Return Inn — Coronation Street,(972) 769-2769,cyBAsWWMXXvUDdt,5742578996,CO,
World's End Tavern — World of Warcraft,(828) 959-1289,EIQnqBUjwIxS,4234043815,CT,
The Elephant (London,(817) 225-3731,mIJDLo,4426052043,OK,
The Pool Hall (Pleasure Island) — Pinocchio (1940),(843) 876-7257,hGaNlarkleHyZdogWymi,9168584465,MS,
The Crazy Horse — The Sopranos,(472) 299-8437,LgMkLnhFuAet,2427447539,OR,
The Rose & Crown (London,(281) 658-1479,EIQnqBUjwIxS,7342248854,AR,
Moe's Tavern — The Simpsons,(664) 905-7176,eeKcKFZpMOQTNty,8000166999,AK,
The Pig and Whistle — World of Warcraft,(967) 682-9571,cJjtLirPRbzKXQTWfxc,2985702042,AZ,
Romanoff's — The Little Sister by Raymond Chandler,(460) 660-9681,PdosmDgiHf,8518665485,IN,
The Lamb & Flag — Bottom (1991-1995),(407) 486-9848,GtAhsVIaRzrFpRdFyKu,1564672383,HI,
MacLaren's Pub (East Side) — How I Met Your Mother,(872) 487-4928,mQKBM,7315713078,MS,
The Queen's Haemorrhoids — Jabberwocky (1977),(287) 479-2490,mIJDLo,9350882551,WV,
Trees Lounge — Trees Lounge,(204) 853-6634,bjFBxlEu,9299173382,NE,
 aka "Chalmun's Cantina" — the bar in Star Wars Episode IV: A New Hope,(769) 400-2541,EIQnqBUjwIxS,9797646073,NY,
The Brass Lantern — Fallout 3,(722) 370-6001,YTXhp,6523106217,NC,
Colonial Taphouse — Fallout 4,(460) 330-2674,SWJyatpbHlzSX,5495892528,AZ,
The Boar's Head — Henry IV,(444) 648-9036,EIQnqBUjwIxS,7021901857,AR,
The Pool Hall (Pleasure Island) — Pinocchio (1940),(455) 269-3147,SwUwIrksArHxRbOtsNv,2792419844,TN,
The Pilgrim's Rest — The Elder Scrolls III: Morrowind,(689) 942-6305,PAasBYvBr,7710275798,ME,
The Crow & Crown — Withnail and I (1987),(802) 900-9835,KWTdwvIgBmWrY,4798212535,WY,
The Drunken Huntsman — The Elder Scrolls V: Skyrim,(472) 299-8437,FUnaI,2352267196,MA,
Club Obi Wan — Indiana Jones and the Temple of Doom (1984),(436) 324-8013,DAhmibabDnJwATEbr,3077439397,WV,
Mickey Finn's Palace — Way Out West,(769) 400-2541,dyYqHYWn,0627528312,ME,
Romanoff's — The Little Sister by Raymond Chandler,(961) 439-6491,EIQnqBUjwIxS,8600928249,IN,
Brady Pub — Days of Our Lives,(828) 959-1289,yvsxNzBUG,9048354865,SC,
Jenny's — Still Game,(704) 229-7495,MswgVNVjY,1393567472,NH,
The Crow's Nest — The Perfect Storm (2000),(955) 646-4001,KWTdwvIgBmWrY,1229302939,TN,
Vesuvio — The Sopranos,(817) 225-3731,SWJyatpbHlzSX,9635718916,FL,
Elfsong Tavern — Baldur's Gate: Dark Alliance,(460) 330-2674,KprmPIOxea,3833237513,AZ,
Noah's Bar — Home and Away,(582) 640-5360,KPFgmVWDzrQOv,8256379459,MS,
The Hip Joint — Futurama (1999),(573) 231-2744,JbEMvY,1807017181,ND,
Candlehearth Hall — The Elder Scrolls V: Skyrim,(560) 778-2982,bjFBxlEu,7173797958,NY,
 BBC radio series,(457) 701-7964,dyYqHYWn,9262196056,DC,
Moe's Tavern — The Simpsons,(965) 764-4863,ntwWEKmcbPeGGV,7500428581,MO,
 Mr Mulliner Speaking (1929),(872) 487-4928,SWJyatpbHlzSX,2807879716,MI,
The Swan — Jez's proposed pub name in Peep Show (filmed at the Mitre,(634) 295-8630,cEqJG,1910411344,PA,
The Anchor — Dad's Army,(818) 332-1000,aHViKlBpV,3639267724,WV,
 second novel in The Hitchhiker's Guide to the Galaxy series by Douglas Adams,(979) 514-5679,ciazPsbeywuBYM,1042373011,MT,
The Peach Pit — Beverly Hills,(223) 451-6214,lQEfrLg,5795631055,VT,
Club Pluto — The Adventures of Pluto Nash (2002),(687) 952-8834,isIlxQggMbzmyWDeS,1082607523,MI,
The Crown — Men Behaving Badly (1992-1998),(707) 438-9674,ImEcCSwpNBBjLuxzkQ,7654747626,SC,
Bo Ling Chop Suey Palace — A Christmas Story,(562) 507-7384,hGaNlarkleHyZdogWymi,1892561609,MT,
 by Raymond Chandler,(689) 942-6305,dyYqHYWn,9187471530,MT,
The Fiesty Goat Pub — Eurotrip,(584) 288-2248,rFEMAicf,4606261160,AL,
Welsh's Bar — The Deer Hunter (1978),(625) 465-1732,BNHiZsYn,9536558181,LA,
The Feed Bag — The Elder Scrolls IV: Oblivion,(448) 698-2982,SGoCjsapEP,9261104913,AR,
The Place — The Big Time,(955) 646-4001,WjpUBVYFy,7702621088,AZ,
The Malt Shovel — formerly the other pub in Emmerdale,(389) 877-7945,cyBAsWWMXXvUDdt,0117385920,FL,
Callahan's Place — Callahan's Crosstime Saloon,(582) 640-5360,PIlFxWMCFMgzWYhpebtP,2304807522,NH,
The Bamboo Lounge — Goodfellas (1990),(802) 900-9835,isIlxQggMbzmyWDeS,9348071157,HI,
 episode "Gary Blauman",(448) 698-2982,cyBAsWWMXXvUDdt,8867617415,NY,
The White Swan — Man About the House,(643) 327-3798,cEqJG,2493430943,PA,
Free the Paedos — Super Hans' suggested pub name in Peep Show,(350) 809-3855,YtbUcQIVtbFRN,6257781684,MT,
The Drunken Huntsman — The Elder Scrolls V: Skyrim,(961) 439-6491,MRnQNysKkV,2808580210,OK,
Kennedy's — Scarlett,(711) 586-4308,pdnra,8512147009,RI,
 BBC radio series,(872) 487-4928,MbPHymLleVRzlRyPxzp,4596516040,MS,
Meibeyer's — The Pale King,(818) 332-1000,dxCpjqqwUz,2786051101,DE,
The Cap & Bell — Saloon Bar (1940),(219) 941-6646,WXPCsQIopsQIHw,7740645363,HI,
Seagrass — Arrow,(482) 523-1438,mQKBM,2720123650,MO,
Chatsubo — Neuromancer,(625) 465-1732,eeKcKFZpMOQTNty,3527557144,UT,
 1984 novel by William Gibson,(826) 806-8072,LgMkLnhFuAet,9682235933,MS,
Sandbox — How I Met Your Mother,(979) 514-5679,KPFgmVWDzrQOv,9425625608,MS,
The Venusville Bar — Total Recall (1990),(436) 324-8013,OdROrFvLjhfn,2893760234,IL,
Founding Fathers — Bones,(769) 400-2541,qMkSBWbxC,8747294489,SD,
The Admiral's Arms — Queen of the Damned,(965) 594-3244,tjqMIvvNtxlPYAPEsB,6597259143,NH,
 Stock and Two Smoking Barrels (1998),(756) 914-1573,siiWmYqPTHuJwxoP,7546133709,DC,
The Spotted Dog — Game On,(924) 289-8402,afDxrRGvwtyXePEgXeQ,4115580124,AR,
Table Salt — Arrow,(711) 586-4308,aUUUnZbWGQXgqa,8166020306,MO,
 episode "Charade",(723) 313-3201,EIQnqBUjwIxS,7808949929,FL,
 episode "Lone Gunmen",(380) 686-6955,FSbCFtpGLeu,7560893666,IN,
Torchy's — Streets of Fire (1984),(528) 438-3310,WcwMNdMaoqOMTFnkd,6699846623,IA,
World's End Tavern — World of Warcraft,(547) 521-6601,KWTdwvIgBmWrY,7542664480,MA,
Poor Richard's — The Office,(769) 400-2541,eeKcKFZpMOQTNty,8497206256,AZ,
 in Peep Show,(724) 868-8104,afDxrRGvwtyXePEgXeQ,1173204788,DE,
The Wicked Kiss — Alexa O'Brien series,(955) 646-4001,vVjjt,6852803445,WV,
The Rat in the Pot — The Elder Scrolls III: Morrowind,(444) 648-9036,siiWmYqPTHuJwxoP,1114160437,FL,
Windpeak Inn — Skyrim,(851) 705-8483,XAhHVTjjTQFJcMG,7016471035,MO,
The Woolpack — Emmerdale,(662) 829-2701,aUUUnZbWGQXgqa,2510626222,NE,
 Stock and Two Smoking Barrels (1998),(331) 891-7914,ntwWEKmcbPeGGV,4872704725,NE,
The Punch Tavern — Oblivion by Anthony Horowitz,(687) 952-8834,SWJyatpbHlzSX,7298706336,NC,
The Old Pink Dog — So Long and Thanks for All the Fish by Douglas Adams,(562) 507-7384,cUngxdbxvBlCMrdn,0560207590,MO,
P3 — Charmed,(408) 308-1637,GGUvjYZmxSTgxhCa,8968457765,MD,
 the bar downstairs from Nate's apartment,(902) 940-6870,JbEMvY,8170925691,GA,
Poor Richard's — The Office,(327) 687-6223,isIlxQggMbzmyWDeS,3131743764,MS,
Corrado Italian Bistro — Arrow,(769) 400-2541,EXsxJQS,1555730246,LA,
Merlotte's Bar and Grill — True Blood,(722) 370-6001,lQEfrLg,8575936161,AZ,
The Shakespeare — Being Human,(440) 321-3100,XRtnbKONdDCKGhO,7648739779,IA,
The Feed Bag — The Elder Scrolls IV: Oblivion,(817) 225-3731,afDxrRGvwtyXePEgXeQ,9131766523,MS,
 episode "Mixology Certification",(204) 853-6634,GHMrHDaeiC,5660922940,MO,
Mickey Finn's Palace — Way Out West,(331) 891-7914,iBaKq,5802402621,MA,
The Wicked Kiss — Alexa O'Brien series,(965) 764-4863,vVjjt,6573535001,NE,
 episode "The Magician",(204) 853-6634,QsDhvI,2737938928,TN,
Kennedy's — Scarlett,(622) 351-6088,KPFgmVWDzrQOv,5211599536,HI,
Cockatoo Inn — Jackie Brown (1997),(310) 376-9557,XRtnbKONdDCKGhO,5829002781,MO,
G[edit],(756) 914-1573,XRtnbKONdDCKGhO,9716543708,NH,
Louie's — TaleSpin,(536) 610-7655,WcwMNdMaoqOMTFnkd,1353293654,MS,
Very Cool Secret Bar — How I Met Your Mother,(622) 286-1124,XAhHVTjjTQFJcMG,5886459165,DC,
Braidwood Inn — The Elder Scrolls V: Skyrim,(560) 778-2982,KWTdwvIgBmWrY,8168490218,CA,
Table Salt — Arrow,(407) 486-9848,EIQnqBUjwIxS,7207356377,AL,
The Flowing Bowl — The Elder Scrolls IV: Oblivion,(259) 385-7742,KprmPIOxea,8859153090,ND,
The Admiral Benbow Inn — Treasure Island,(335) 720-9904,SGoCjsapEP,0882836759,AR,
The Boom Boom Room — Life (1999),(828) 959-1289,GGUvjYZmxSTgxhCa,1079594813,AZ,
Foley's — Mrs. Brown's Boys,(965) 764-4863,cMYudMPX,5953066521,MI,
The Bamboo Lounge — Goodfellas (1990),(825) 805-7288,aHViKlBpV,3999825166,WY,
 on their 6th studio album Jailbreak,(448) 698-2982,eeKcKFZpMOQTNty,9032370075,HI,
Trees Lounge — Trees Lounge,(643) 327-3798,MRnQNysKkV,2059535420,WY,
 1946 essay by George Orwell,(969) 543-6991,GepHphxGkVGmYJ,9201053117,HI,
The Crab Shed — How I Met Your Mother,(582) 640-5360,FCRyIZ,6042959794,CO,
Club Sugar Ray — Harlem Nights (1989),(528) 438-3310,rFEMAicf,6004705485,AR,
Wandin Valley RSL — A Country Practice,(778) 430-9211,zBVBeAKZJ,7851826821,CO,
 Being Human novels[1],(634) 295-8630,tjqMIvvNtxlPYAPEsB,1867775474,CT,
Table Salt — Arrow,(223) 451-6214,diOKL,6233370855,KS,
The Bamboo Lounge — Goodfellas (1990),(332) 815-7645,eeKcKFZpMOQTNty,3219300632,ME,
Kadie's Club Pecos — Sin City,(711) 586-4308,aEFWCD,6661448307,AL,
The Winchester Tavern — Shaun of the Dead (2004),(341) 264-1421,qLxhsiLTDCGrMCxNIFoJ,7425276700,AK,
The Frozen Hearth — The Elder Scrolls V: Skyrim,(802) 900-9835,isIlxQggMbzmyWDeS,9801093354,MS,
 episode "Charade",(219) 941-6646,KPFgmVWDzrQOv,4513352044,KS,
Silver-Blood Inn — Skyrim,(307) 875-2404,BNHiZsYn,6809198076,NY,
The Rose & Thorn — The Riyria Chronicles,(707) 438-9674,nPZeeNQPmHaswXYmQS,2049060752,MT,
The Duke Of Burgundy — Passport to Pimlico (1949),(334) 594-9500,WjpUBVYFy,5770656900,FL,
Jack Rabbit Slim's — Pulp Fiction,(830) 651-1296,tVOfVLTQ,9444159590,NV,
The Admiral's Arms — Queen of the Damned,(460) 330-2674,qLxhsiLTDCGrMCxNIFoJ,7232841791,RI,
The Ink & Paint Club — Who Framed Roger Rabbit (1988),(787) 677-3966,KPFgmVWDzrQOv,4076832981,OR,
Tabard — The Canterbury Tales by Geoffrey Chaucer,(843) 876-7257,qMkSBWbxC,9996120912,CO,
Cockatoo Inn — Jackie Brown (1997),(250) 665-7321,MRnQNysKkV,1098372002,ND,
The Monkey Bar — Tales of the Gold Monkey,(287) 479-2490,tjqMIvvNtxlPYAPEsB,0417325181,AK,
The Sole Regret — Bastion video game,(603) 274-9446,OdROrFvLjhfn,8854415484,FL,
The Shakespeare — Being Human,(724) 868-8104,dyYqHYWn,4703862195,CT,
The Rabennest (Raven's Nest) — Wolfenstein,(389) 877-7945,WXPCsQIopsQIHw,9858143757,AR,
The Sole Regret — Bastion video game,(664) 905-7176,GepHphxGkVGmYJ,0499210767,AZ,
Mickey Finn's Palace — Way Out West,(281) 658-1479,LgMkLnhFuAet,9116712067,CO,
The Silent Woman — The Scarecrow of Romney Marsh,(687) 952-8834,GuAMjsGVN,1533306465,UT,
Sleeping Giant Inn — Skyrim,(902) 940-6870,GepHphxGkVGmYJ,6746776144,AL,
The Hand & Racquet,(851) 705-8483,FSbCFtpGLeu,9723017508,VT,
Bodarks Bus Stop Restaurant — Starman (1984),(711) 586-4308,ahAzaOlgzskYHm,5266464997,HI,
Flanahan's Hole — Community,(440) 321-3100,mQKBM,0508553324,ND,
 Hackney),(376) 359-2019,rwmsoZ,1776536192,AR,
Bodarks Bus Stop Restaurant — Starman (1984),(408) 308-1637,ImEcCSwpNBBjLuxzkQ,4250240130,MO,
 by J. Meade Faulkner,(334) 594-9500,mIJDLo,1564672383,AL,
The Queen's Haemorrhoids — Jabberwocky (1977),(460) 660-9681,OdROrFvLjhfn,4907333401,CT,
SaxonwoldShebeen — Saxonwold,(584) 288-2248,QsDhvI,0131089857,CA,
The Oak and Crosier — The Elder Scrolls IV: Oblivion,(724) 868-8104,hNfavOCVeivafVmk,7282584832,OR,
Copa — Rownd a Rownd,(622) 351-6088,cMYudMPX,5111340903,HI,
Charlie's — Neighbours,(707) 438-9674,sgtypZkWoNINUlZd,2511510779,GA,
Frostfruit Inn — The Elder Scrolls V: Skyrim,(955) 646-4001,iBaKq,1631247307,WV,
The Bull — The Archers,(967) 682-9571,qFZyr,8255458933,CT,
The Place — The Big Time,(321) 556-9661,FCRyIZ,0235012378,MO,
 1946 essay by George Orwell,(969) 543-6991,tjqMIvvNtxlPYAPEsB,6919644919,MO,
Club Pluto — The Adventures of Pluto Nash (2002),(472) 299-8437,KWTdwvIgBmWrY,1226463360,MA,
The Leaky Cauldron — a public house in the Harry Potter series and the entryway into Diagon Alley in London,(460) 330-2674,WjpUBVYFy,0435913547,TN,
The Venusville Bar — Total Recall (1990),(662) 829-2701,sgtypZkWoNINUlZd,0570953079,ME,
Crab Shack (formerly Ernie's Crab Shack) — My Name is Earl (2005),(924) 289-8402,GtAhsVIaRzrFpRdFyKu,2297632625,WY,
The Buck's Head Inn — Far from the Madding Crowd,(664) 905-7176,ElstokWwsfuj,3136439373,NH,
The Bronze — Buffy the Vampire Slayer (1997),(264) 539-9136,XQkoxDNpYnXfX,7097485007,WV,
 episode "The Lighthouse",(334) 594-9500,LgMkLnhFuAet,0385072710,CO,
 by Raymond Chandler,(408) 308-1637,KprmPIOxea,6895233337,CT,
The Snug — Life on Mars (U.S. version),(576) 833-3441,heQJVn,7924640543,WY,
SaxonwoldShebeen — Saxonwold,(723) 313-3201,ImEcCSwpNBBjLuxzkQ,6150686018,AR,
Mickey's — Hell on Wheels,(969) 543-6991,CidYnE,2909658352,MA,
The Grapes — Early Doors,(528) 438-3310,JbEMvY,9326996772,CO,
 Part 2 by William Shakespeare,(851) 705-8483,BNHiZsYn,6459021297,NV,
Korova Milk Bar — A Clockwork Orange,(711) 586-4308,XQkoxDNpYnXfX,6603158661,TN,
The Queen's Haemorrhoids — Jabberwocky (1977),(622) 286-1124,WcwMNdMaoqOMTFnkd,1555730246,CT,
 1979 song by Rupert Holmes,(264) 539-9136,GuAMjsGVN,3231251231,GA,
Kennedy's — Scarlett,(259) 385-7742,GuAMjsGVN,1715612510,WV,
The Iron Horse — Freaks and Geeks,(528) 438-3310,ntwWEKmcbPeGGV,4474299231,MS,
Inn of the Last Home — Dragonlance,(519) 256-1779,rwmsoZ,3064563774,MA,
