barLicense,Item ID,Item Price at Bar,Inventory of Item
BL338,IT7633,8.0,868.0
BL744,IT9485,6.0,853.0
BL011,IT0317,6.0,964.0
BL317,IT0580,10.0,703.0
BL092,IT1969,9.0,569.0
BL070,IT0918,6.0,617.0
BL982,IT4879,7.0,771.0
BL038,IT2554,6.0,857.0
BL722,IT1521,9.0,998.0
BL831,IT7039,9.0,676.0
BL831,IT5801,8.0,971.0
BL791,IT5933,9.0,813.0
BL005,IT9328,8.0,775.0
BL316,IT7102,8.0,783.0
BL634,IT0528,10.0,668.0
BL357,IT6748,8.0,729.0
BL337,IT5334,7.0,798.0
BL872,IT2025,11.0,816.0
BL189,IT3858,9.0,679.0
BL453,IT4923,5.0,953.0
BL765,IT6742,7.0,646.0
BL228,IT8051,7.0,778.0
BL241,IT6053,11.0,556.0
BL461,IT9328,9.0,528.0
BL036,IT6930,6.0,837.0
BL981,IT1249,9.0,627.0
BL579,IT2634,7.0,846.0
BL640,IT6365,5.0,596.0
BL034,IT2577,6.0,712.0
BL999,IT0931,8.0,604.0
BL541,IT0171,8.0,785.0
BL406,IT3342,5.0,627.0
BL542,IT1224,7.0,606.0
BL460,IT2320,8.0,879.0
BL850,IT1577,9.0,792.0
BL719,IT6077,8.0,805.0
BL558,IT3947,6.0,506.0
BL340,IT2577,7.0,925.0
BL322,IT8241,11.0,557.0
BL013,IT0918,7.0,735.0
BL719,IT5867,9.0,617.0
BL383,IT0266,8.0,921.0
BL336,IT2251,11.0,774.0
BL904,IT7857,7.0,510.0
BL097,IT5976,8.0,636.0
BL307,IT8286,8.0,729.0
BL715,IT2969,9.0,610.0
BL189,IT4908,11.0,759.0
BL004,IT4258,11.0,891.0
BL036,IT3917,11.0,700.0
BL914,IT4273,8.0,951.0
BL660,IT0317,6.0,972.0
BL456,IT7930,8.0,941.0
BL695,IT2264,8.0,547.0
BL485,IT4634,7.0,600.0
BL402,IT7737,10.0,700.0
BL736,IT7341,6.0,618.0
BL508,IT6577,5.0,863.0
BL093,IT6822,6.0,820.0
BL242,IT1390,9.0,989.0
BL592,IT2577,8.0,602.0
BL140,IT5600,11.0,998.0
BL118,IT7880,9.0,736.0
BL534,IT6131,6.0,556.0
BL530,IT0006,11.0,634.0
BL973,IT3097,9.0,812.0
BL922,IT0288,11.0,602.0
BL311,IT8459,8.0,919.0
BL239,IT4325,7.0,798.0
BL618,IT7044,6.0,736.0
BL662,IT5763,11.0,808.0
BL676,IT9371,10.0,674.0
BL745,IT3378,8.0,545.0
BL941,IT8619,8.0,822.0
BL941,IT8913,8.0,868.0
BL661,IT3412,9.0,949.0
BL604,IT6156,6.0,989.0
BL005,IT6930,11.0,925.0
BL296,IT1712,10.0,700.0
BL062,IT4879,6.0,921.0
BL436,IT5522,5.0,819.0
BL320,IT8459,7.0,703.0
BL278,IT8497,10.0,660.0
BL057,IT5841,8.0,966.0
BL868,IT9524,11.0,753.0
BL357,IT4827,5.0,747.0
BL322,IT8190,8.0,887.0
BL534,IT6037,5.0,680.0
BL047,IT7875,11.0,647.0
BL444,IT2940,10.0,510.0
BL584,IT9847,6.0,505.0
BL611,IT7202,8.0,774.0
BL614,IT0995,7.0,771.0
BL538,IT9806,7.0,853.0
BL950,IT8497,9.0,855.0
BL028,IT8913,8.0,595.0
BL145,IT8900,9.0,707.0
BL564,IT8501,11.0,972.0
BL338,IT4828,7.0,828.0
BL119,IT9294,6.0,619.0
BL058,IT6599,9.0,680.0
BL000,IT2676,6.0,756.0
BL657,IT7090,8.0,824.0
BL302,IT2760,5.0,925.0
BL876,IT4278,11.0,878.0
BL655,IT5356,5.0,714.0
BL142,IT5976,7.0,596.0
BL564,IT8482,10.0,511.0
BL189,IT9938,9.0,549.0
BL183,IT4598,11.0,905.0
BL122,IT4893,5.0,787.0
BL501,IT7406,5.0,527.0
BL661,IT5619,7.0,998.0
BL758,IT6131,5.0,730.0
BL009,IT1887,9.0,893.0
BL486,IT3075,7.0,593.0
BL664,IT8065,6.0,839.0
BL337,IT7097,9.0,646.0
BL170,IT6999,11.0,967.0
BL173,IT0136,6.0,743.0
BL359,IT7828,11.0,968.0
BL336,IT3912,8.0,978.0
BL614,IT3972,10.0,529.0
BL757,IT1249,9.0,532.0
BL508,IT9847,7.0,780.0
BL103,IT2567,8.0,515.0
BL311,IT5170,7.0,949.0
BL300,IT7213,8.0,813.0
BL947,IT5356,9.0,921.0
BL139,IT4985,7.0,849.0
BL504,IT8442,7.0,784.0
BL542,IT9748,7.0,976.0
BL928,IT5440,6.0,646.0
BL719,IT3696,5.0,830.0
BL657,IT3371,6.0,818.0
BL924,IT1156,8.0,729.0
BL982,IT8342,10.0,808.0
BL337,IT5628,9.0,554.0
BL491,IT4509,8.0,511.0
BL577,IT6965,8.0,823.0
BL725,IT2145,6.0,972.0
BL999,IT3965,5.0,767.0
BL108,IT4668,7.0,566.0
BL296,IT2391,6.0,716.0
BL495,IT2554,6.0,787.0
BL062,IT3412,5.0,561.0
BL658,IT8625,10.0,967.0
BL416,IT8745,9.0,986.0
BL862,IT1840,7.0,826.0
BL072,IT8745,7.0,792.0
BL530,IT4634,10.0,925.0
BL559,IT7317,9.0,694.0
BL584,IT8619,9.0,516.0
BL047,IT7265,11.0,972.0
BL004,IT3853,10.0,950.0
BL143,IT4411,6.0,703.0
BL524,IT4862,11.0,826.0
BL461,IT6648,7.0,602.0
BL801,IT3965,8.0,859.0
BL850,IT8425,7.0,923.0
BL194,IT7076,10.0,831.0
BL618,IT6622,9.0,968.0
BL231,IT0543,9.0,516.0
BL117,IT1969,8.0,817.0
BL553,IT8051,11.0,504.0
BL416,IT7911,8.0,552.0
BL444,IT9748,6.0,685.0
BL426,IT6880,10.0,774.0
BL576,IT3203,7.0,730.0
BL111,IT2064,9.0,951.0
BL736,IT0568,8.0,537.0
BL874,IT6748,8.0,770.0
BL364,IT8523,8.0,927.0
BL433,IT4540,7.0,925.0
BL087,IT4911,7.0,511.0
BL164,IT3710,7.0,863.0
BL948,IT8233,7.0,828.0
BL472,IT2676,9.0,839.0
BL660,IT8922,8.0,953.0
BL189,IT4830,7.0,826.0
BL860,IT2451,6.0,743.0
BL057,IT9387,7.0,837.0
BL097,IT1075,10.0,541.0
BL013,IT6577,6.0,670.0
BL307,IT5228,10.0,537.0
BL317,IT8051,5.0,855.0
BL553,IT8322,7.0,822.0
BL810,IT6123,10.0,649.0
BL541,IT7319,9.0,595.0
BL288,IT4386,7.0,515.0
BL980,IT6135,9.0,797.0
BL700,IT8328,10.0,810.0
BL579,IT2188,6.0,528.0
BL108,IT5865,5.0,941.0
BL091,IT7768,7.0,515.0
BL864,IT2940,9.0,685.0
BL577,IT5933,8.0,893.0
BL241,IT1898,6.0,639.0
BL631,IT3283,8.0,858.0
BL179,IT4137,11.0,563.0
BL370,IT8996,6.0,818.0
BL830,IT4504,6.0,561.0
BL872,IT1198,8.0,953.0
BL941,IT4460,10.0,777.0
BL662,IT4409,9.0,799.0
BL298,IT7893,5.0,870.0
BL610,IT6068,6.0,839.0
BL436,IT1114,11.0,970.0
BL461,IT6544,7.0,804.0
BL530,IT3378,9.0,660.0
BL028,IT0580,8.0,800.0
BL478,IT4830,6.0,511.0
BL576,IT1436,9.0,554.0
BL166,IT2954,7.0,741.0
BL183,IT6880,8.0,893.0
BL193,IT3203,8.0,839.0
BL278,IT4496,5.0,960.0
BL338,IT1149,6.0,795.0
BL950,IT2145,9.0,560.0
BL084,IT4951,7.0,825.0
BL189,IT8076,6.0,792.0
BL874,IT1812,10.0,975.0
BL111,IT8009,9.0,979.0
BL001,IT4409,6.0,899.0
BL306,IT5925,9.0,683.0
BL806,IT4137,11.0,878.0
BL899,IT8190,9.0,533.0
BL057,IT2034,10.0,965.0
BL139,IT4726,8.0,688.0
BL097,IT5386,9.0,638.0
BL471,IT2983,6.0,878.0
BL058,IT6247,6.0,839.0
BL024,IT4738,8.0,758.0
BL763,IT3737,6.0,722.0
BL813,IT1939,7.0,596.0
BL767,IT5532,10.0,596.0
BL538,IT8585,7.0,571.0
BL285,IT7911,10.0,542.0
BL359,IT4726,9.0,828.0
BL639,IT4137,5.0,680.0
BL170,IT1928,7.0,805.0
BL923,IT2940,8.0,688.0
BL070,IT8009,8.0,956.0
BL228,IT4230,9.0,868.0
BL874,IT1750,6.0,545.0
BL732,IT2940,7.0,619.0
BL058,IT9814,10.0,595.0
BL991,IT0995,5.0,626.0
BL559,IT7893,6.0,753.0
BL436,IT2577,9.0,529.0
BL611,IT1840,10.0,795.0
BL821,IT3327,10.0,584.0
BL559,IT0769,6.0,774.0
BL298,IT1511,6.0,753.0
BL285,IT1968,7.0,827.0
BL512,IT2317,7.0,856.0
BL049,IT1859,5.0,595.0
BL783,IT2451,6.0,638.0
BL848,IT2317,10.0,552.0
BL374,IT1750,5.0,873.0
BL143,IT9847,7.0,647.0
BL534,IT5628,8.0,521.0
BL220,IT6294,9.0,602.0
BL141,IT8285,7.0,816.0
BL296,IT9371,7.0,521.0
BL830,IT5711,9.0,685.0
BL758,IT4919,10.0,946.0
BL117,IT2823,8.0,868.0
BL698,IT8362,11.0,971.0
BL893,IT1530,11.0,756.0
BL980,IT8582,8.0,576.0
BL499,IT3069,9.0,912.0
BL001,IT2103,5.0,571.0
BL924,IT5351,9.0,635.0
BL472,IT1961,8.0,764.0
BL728,IT1108,6.0,799.0
BL108,IT2266,6.0,618.0
BL783,IT3214,10.0,576.0
BL395,IT1428,7.0,564.0
BL732,IT3974,7.0,660.0
BL980,IT3075,9.0,563.0
BL436,IT3070,9.0,800.0
BL413,IT0677,8.0,602.0
BL530,IT4712,9.0,527.0
BL491,IT9834,9.0,519.0
BL341,IT3283,6.0,890.0
BL655,IT0266,6.0,579.0
BL865,IT4004,10.0,800.0
BL317,IT5705,7.0,547.0
BL673,IT5619,7.0,847.0
BL011,IT9217,11.0,552.0
BL597,IT0740,7.0,986.0
BL102,IT9294,9.0,668.0
BL113,IT1471,8.0,919.0
BL772,IT2634,10.0,584.0
BL933,IT9042,8.0,751.0
BL597,IT9099,7.0,756.0
BL478,IT7893,9.0,714.0
BL930,IT6053,5.0,551.0
BL189,IT9847,7.0,511.0
BL665,IT7097,9.0,785.0
BL797,IT9452,6.0,649.0
BL664,IT7834,9.0,858.0
BL725,IT0125,10.0,889.0
BL732,IT4726,8.0,522.0
BL894,IT1033,8.0,917.0
BL675,IT8285,7.0,960.0
BL950,IT8834,8.0,795.0
BL320,IT4386,9.0,806.0
BL963,IT1966,5.0,839.0
BL062,IT3440,8.0,513.0
BL456,IT3593,10.0,538.0
BL233,IT0332,7.0,708.0
BL109,IT1898,9.0,792.0
BL542,IT3371,7.0,638.0
BL948,IT3119,6.0,798.0
BL616,IT9938,7.0,968.0
BL618,IT9150,7.0,893.0
BL541,IT1978,9.0,592.0
BL143,IT8625,9.0,894.0
BL584,IT8996,9.0,844.0
BL801,IT5504,8.0,618.0
BL937,IT8500,7.0,844.0
BL359,IT3226,6.0,849.0
BL658,IT0838,7.0,965.0
BL913,IT7551,5.0,596.0
BL652,IT9217,9.0,770.0
BL001,IT3378,5.0,923.0
BL914,IT3823,7.0,918.0
BL005,IT9852,8.0,668.0
BL134,IT8893,9.0,547.0
BL564,IT8133,10.0,780.0
BL941,IT2113,11.0,596.0
BL384,IT7440,9.0,951.0
BL184,IT8842,9.0,891.0
BL166,IT9339,8.0,650.0
BL258,IT5504,10.0,706.0
BL087,IT1511,7.0,552.0
BL851,IT1511,9.0,636.0
BL806,IT7039,11.0,818.0
BL914,IT0375,5.0,589.0
BL485,IT9938,6.0,584.0
BL119,IT6981,9.0,714.0
BL426,IT9294,9.0,709.0
BL591,IT9217,6.0,562.0
BL300,IT2860,7.0,905.0
BL031,IT8818,7.0,554.0
BL736,IT7039,11.0,695.0
BL051,IT9749,5.0,913.0
BL577,IT1593,10.0,637.0
BL005,IT5944,7.0,530.0
BL338,IT8073,6.0,746.0
BL655,IT0797,10.0,927.0
BL616,IT6035,6.0,792.0
BL228,IT4509,10.0,835.0
BL478,IT7741,8.0,710.0
BL478,IT8282,10.0,861.0
BL218,IT5865,6.0,730.0
BL499,IT4044,10.0,527.0
BL436,IT9471,10.0,665.0
BL980,IT0317,5.0,805.0
BL611,IT8003,7.0,969.0
BL700,IT0237,11.0,989.0
BL407,IT3823,7.0,723.0
BL544,IT1840,7.0,828.0
BL338,IT3371,9.0,719.0
BL893,IT7633,9.0,735.0
BL020,IT4153,7.0,913.0
BL134,IT8854,9.0,600.0
BL189,IT3164,8.0,731.0
BL652,IT4919,7.0,978.0
BL541,IT9339,9.0,683.0
BL515,IT3972,7.0,912.0
BL757,IT8500,8.0,941.0
BL827,IT5550,8.0,946.0
BL821,IT6930,6.0,938.0
BL520,IT5742,10.0,828.0
BL758,IT1261,7.0,529.0
BL009,IT9291,8.0,637.0
BL504,IT1436,9.0,875.0
BL963,IT4862,9.0,556.0
BL850,IT8482,11.0,851.0
BL406,IT8543,8.0,993.0
BL092,IT0003,9.0,800.0
BL456,IT6415,6.0,834.0
BL577,IT4742,8.0,700.0
BL364,IT6078,6.0,581.0
BL000,IT4411,9.0,968.0
BL658,IT1325,7.0,803.0
BL472,IT8854,6.0,868.0
BL468,IT8190,11.0,996.0
BL179,IT4862,10.0,637.0
BL758,IT0136,10.0,795.0
BL239,IT2311,5.0,978.0
BL877,IT2233,8.0,733.0
BL949,IT2451,6.0,511.0
BL103,IT8003,9.0,758.0
BL660,IT8360,7.0,610.0
BL395,IT2577,11.0,904.0
BL736,IT4712,5.0,745.0
BL657,IT6967,9.0,547.0
BL043,IT4086,7.0,795.0
BL821,IT2692,8.0,953.0
BL005,IT7419,6.0,746.0
BL757,IT1775,11.0,700.0
BL777,null,8.0,606.0
BL481,IT5611,8.0,968.0
BL937,IT3465,9.0,771.0
BL306,IT4429,9.0,878.0
BL184,IT5628,7.0,996.0
BL634,IT7259,10.0,912.0
BL179,IT8260,10.0,734.0
BL531,IT0019,6.0,618.0
BL757,IT4502,6.0,970.0
BL480,IT3974,7.0,912.0
BL656,IT0405,6.0,581.0
BL941,IT6396,10.0,707.0
BL577,IT7406,10.0,826.0
BL456,IT7307,8.0,671.0
BL211,IT9806,8.0,923.0
BL937,IT1812,7.0,823.0
BL898,IT1154,8.0,701.0
BL113,IT2674,11.0,972.0
BL695,IT5865,8.0,976.0
BL698,IT5619,10.0,946.0
BL158,IT3378,9.0,506.0
BL395,IT2760,11.0,811.0
BL334,IT9814,6.0,784.0
BL951,IT7436,6.0,961.0
BL384,IT8952,8.0,688.0
BL384,IT4230,8.0,844.0
BL443,IT9851,10.0,993.0
BL553,IT7624,9.0,819.0
BL085,IT2311,6.0,808.0
BL616,IT9984,8.0,857.0
BL097,IT3364,9.0,857.0
BL928,IT2920,8.0,554.0
BL009,IT1814,5.0,741.0
BL665,IT5867,8.0,554.0
BL478,IT8582,5.0,529.0
BL719,IT7097,6.0,835.0
BL736,IT5619,8.0,634.0
BL805,IT5090,6.0,868.0
BL264,IT8625,5.0,694.0
BL215,IT3101,5.0,561.0
BL179,IT1750,9.0,916.0
BL604,IT8631,6.0,516.0
BL504,IT2983,7.0,965.0
BL850,IT1978,10.0,925.0
BL104,IT3203,9.0,995.0
BL868,IT1518,6.0,859.0
BL593,IT3283,10.0,964.0
BL921,IT0072,10.0,822.0
BL331,IT8190,8.0,808.0
BL805,IT6642,8.0,683.0
BL862,IT3086,8.0,816.0
BL097,IT8482,9.0,594.0
BL090,IT0769,10.0,724.0
BL590,IT1511,8.0,752.0
BL576,IT2317,9.0,820.0
BL456,IT5291,6.0,951.0
BL461,IT4951,11.0,723.0
BL036,IT4598,8.0,937.0
BL665,IT5705,6.0,753.0
BL337,IT0405,5.0,994.0
BL864,IT2837,11.0,911.0
BL879,IT0266,9.0,597.0
BL461,IT9748,5.0,638.0
BL973,IT1994,6.0,876.0
BL834,IT3206,7.0,772.0
BL535,IT2840,9.0,545.0
BL877,IT0235,9.0,613.0
BL231,IT0620,7.0,619.0
BL591,IT5732,11.0,903.0
BL032,IT2577,9.0,941.0
BL765,IT7003,7.0,639.0
BL656,IT3965,11.0,839.0
BL300,IT9444,11.0,730.0
BL661,IT7202,5.0,800.0
BL864,IT3226,7.0,783.0
BL950,IT6981,11.0,731.0
BL480,IT0492,6.0,688.0
BL013,IT6680,7.0,921.0
BL320,IT2577,8.0,736.0
BL874,IT0797,6.0,970.0
BL576,IT6678,7.0,976.0
BL413,IT1244,11.0,949.0
BL122,IT5867,5.0,780.0
BL072,IT2214,6.0,647.0
BL874,IT4153,9.0,965.0
BL880,IT1471,10.0,639.0
BL933,IT6648,7.0,921.0
BL136,IT3378,6.0,653.0
BL119,IT6544,7.0,626.0
BL108,IT3974,6.0,561.0
BL166,IT2251,10.0,816.0
BL126,IT5561,9.0,903.0
BL103,IT9687,5.0,537.0
BL064,IT8709,9.0,925.0
BL402,IT7609,11.0,516.0
BL127,IT9524,8.0,844.0
BL923,IT1149,7.0,607.0
BL758,IT2969,9.0,527.0
BL698,IT8069,10.0,772.0
BL745,IT2451,11.0,800.0
BL783,IT4668,6.0,588.0
BL024,IT5698,10.0,899.0
BL013,IT5976,8.0,509.0
BL661,IT4832,9.0,851.0
BL034,IT1743,8.0,948.0
BL656,IT4355,6.0,938.0
BL109,IT0427,8.0,584.0
BL278,IT4429,7.0,534.0
BL479,IT4464,10.0,613.0
BL076,IT4464,10.0,627.0
BL194,IT8115,6.0,987.0
BL982,IT5491,5.0,600.0
BL258,IT0543,6.0,855.0
BL655,IT0630,7.0,510.0
BL656,IT7177,7.0,924.0
BL506,IT8683,6.0,551.0
BL719,IT3619,5.0,511.0
BL298,IT9471,8.0,695.0
BL615,IT1428,8.0,780.0
BL837,IT0918,9.0,618.0
BL258,IT3412,6.0,972.0
BL097,IT3428,6.0,619.0
BL950,IT4951,7.0,581.0
BL728,IT4704,11.0,798.0
BL137,IT7690,8.0,810.0
BL495,IT1966,10.0,707.0
BL634,IT0397,6.0,895.0
BL689,IT0630,5.0,530.0
BL713,IT7624,9.0,618.0
BL836,IT9853,9.0,779.0
BL129,IT1114,5.0,979.0
BL320,IT1593,9.0,629.0
BL453,IT3858,10.0,855.0
BL898,IT3206,5.0,835.0
BL673,IT4712,10.0,809.0
BL534,IT4474,10.0,541.0
BL758,IT9811,7.0,618.0
BL117,IT0630,8.0,968.0
BL924,IT4855,10.0,561.0
BL024,IT9847,6.0,538.0
BL331,IT4502,9.0,914.0
BL102,IT9984,9.0,960.0
BL758,IT3119,10.0,956.0
BL805,IT8497,8.0,723.0
BL806,IT7436,11.0,596.0
BL745,IT0317,11.0,593.0
BL576,IT6577,7.0,604.0
BL359,IT5386,8.0,599.0
BL865,IT8990,11.0,756.0
BL949,IT9485,7.0,639.0
BL136,IT3465,9.0,753.0
BL004,IT3378,6.0,544.0
BL709,IT7515,8.0,600.0
BL736,IT6750,7.0,638.0
BL097,IT4862,6.0,714.0
BL005,IT8582,6.0,692.0
BL085,IT7624,5.0,762.0
BL714,IT1772,6.0,876.0
BL384,IT7102,8.0,600.0
BL520,IT9687,6.0,809.0
BL604,IT6544,9.0,647.0
BL907,IT7598,8.0,926.0
BL382,IT9223,10.0,731.0
BL951,IT5570,9.0,888.0
BL924,IT4108,8.0,708.0
BL485,IT4895,9.0,998.0
BL695,IT8519,7.0,505.0
BL747,IT9328,5.0,646.0
BL231,IT7619,6.0,759.0
BL109,IT0594,8.0,805.0
BL950,IT0352,6.0,972.0
BL752,IT8003,6.0,597.0
BL588,IT2969,7.0,882.0
BL676,IT9814,6.0,756.0
BL919,IT8260,8.0,965.0
BL231,IT6280,6.0,950.0
BL919,IT1198,5.0,826.0
BL530,IT6981,9.0,675.0
BL184,IT3917,7.0,808.0
BL495,IT3086,5.0,846.0
BL097,IT4474,5.0,923.0
BL661,IT4004,5.0,780.0
BL713,IT3668,6.0,866.0
BL930,IT3858,9.0,839.0
BL837,IT0476,9.0,713.0
BL134,IT8631,5.0,953.0
BL541,IT0363,9.0,604.0
BL486,IT1909,9.0,948.0
BL298,IT2125,5.0,657.0
BL076,IT9318,10.0,805.0
BL504,IT3203,8.0,998.0
BL834,IT8818,10.0,818.0
BL226,IT3075,8.0,774.0
BL084,IT6728,7.0,541.0
BL913,IT9469,8.0,554.0
BL137,IT6367,7.0,986.0
BL293,IT4908,7.0,562.0
BL395,IT8893,6.0,633.0
BL117,IT0405,8.0,714.0
BL542,IT0851,8.0,579.0
BL585,IT3465,7.0,965.0
BL689,IT4474,6.0,535.0
BL994,IT0131,10.0,838.0
BL011,IT4951,6.0,532.0
BL876,IT4298,6.0,519.0
BL137,IT8386,6.0,720.0
BL231,IT7233,9.0,898.0
BL797,IT6757,6.0,998.0
BL877,IT7608,6.0,890.0
BL695,IT0828,9.0,976.0
BL893,IT8996,8.0,894.0
BL689,IT9317,11.0,600.0
BL332,IT3774,11.0,660.0
BL752,IT8709,9.0,714.0
BL492,IT8190,5.0,866.0
BL928,IT0492,8.0,510.0
BL189,IT5884,8.0,785.0
BL127,IT2233,9.0,634.0
BL004,IT3226,8.0,961.0
BL848,IT1814,10.0,827.0
BL341,IT0082,9.0,996.0
BL001,IT4517,6.0,716.0
BL042,IT8543,11.0,951.0
BL264,IT8683,6.0,839.0
BL298,IT5925,7.0,863.0
BL656,IT3688,6.0,967.0
BL127,IT5742,7.0,976.0
BL226,IT0677,9.0,958.0
BL384,IT6981,8.0,734.0
BL105,IT8922,11.0,730.0
BL492,IT4502,7.0,912.0
BL564,IT9168,8.0,638.0
BL389,IT4832,6.0,952.0
BL696,IT1317,8.0,913.0
BL183,IT0492,6.0,839.0
BL336,IT9181,6.0,529.0
BL576,IT2823,10.0,600.0
BL593,IT0397,9.0,522.0
BL058,IT7880,9.0,822.0
BL662,IT1518,5.0,910.0
BL091,IT5550,8.0,756.0
BL000,IT1198,10.0,926.0
BL526,IT9811,8.0,506.0
BL460,IT6348,5.0,826.0
BL033,IT6680,10.0,588.0
BL179,IT0922,8.0,835.0
BL949,IT3973,7.0,929.0
BL285,IT1775,9.0,993.0
BL126,IT6077,7.0,989.0
BL695,IT2233,10.0,873.0
BL806,IT7630,9.0,796.0
BL265,IT6965,8.0,787.0
BL060,IT8286,6.0,825.0
BL384,IT7337,9.0,720.0
BL471,IT0426,7.0,764.0
BL872,IT4298,7.0,600.0
BL338,IT1969,6.0,579.0
BL800,IT1154,9.0,502.0
BL765,IT9324,7.0,851.0
BL657,IT5553,8.0,818.0
BL233,IT2674,8.0,798.0
BL534,IT8499,11.0,542.0
BL526,IT6294,11.0,788.0
BL638,IT3417,8.0,551.0
BL386,IT7676,7.0,863.0
BL668,IT3533,8.0,591.0
BL946,IT6134,10.0,552.0
BL713,IT4517,11.0,847.0
BL553,IT4411,9.0,549.0
BL436,IT7834,9.0,613.0
BL151,IT5559,7.0,505.0
BL976,IT1909,9.0,701.0
BL320,IT9028,7.0,978.0
BL834,IT0768,9.0,544.0
BL508,IT5611,7.0,596.0
BL872,IT1939,8.0,672.0
BL085,IT1994,9.0,756.0
BL743,IT1154,10.0,870.0
BL218,IT6680,7.0,916.0
BL954,IT8308,5.0,557.0
BL535,IT4496,7.0,878.0
BL800,IT7515,6.0,838.0
BL747,IT7419,6.0,919.0
BL010,IT0050,11.0,868.0
BL051,IT3619,10.0,712.0
BL658,IT6035,7.0,688.0
BL377,IT8485,9.0,986.0
BL250,IT1224,8.0,784.0
BL141,IT5101,5.0,839.0
BL478,IT7814,7.0,966.0
BL661,IT0492,8.0,738.0
BL831,IT9469,5.0,921.0
BL659,IT8285,6.0,584.0
BL837,IT9717,6.0,979.0
BL233,IT0235,11.0,753.0
BL668,IT1976,10.0,591.0
BL486,IT4607,7.0,927.0
BL660,IT3305,6.0,972.0
BL038,IT3774,8.0,903.0
BL485,IT2920,10.0,620.0
BL484,IT1593,7.0,714.0
BL239,IT1518,8.0,873.0
BL579,IT8133,8.0,964.0
BL119,IT3364,7.0,530.0
BL577,IT8003,8.0,581.0
BL231,IT0217,6.0,976.0
BL922,IT9523,5.0,787.0
BL851,IT6678,8.0,987.0
BL941,IT8285,7.0,986.0
BL524,IT5600,11.0,719.0
BL577,IT0523,6.0,946.0
BL894,IT4108,5.0,579.0
BL438,IT9853,9.0,808.0
BL657,IT0006,6.0,530.0
BL767,IT3346,9.0,885.0
BL752,IT8500,7.0,722.0
BL991,IT7768,7.0,596.0
BL093,IT3283,7.0,723.0
BL534,IT2134,10.0,694.0
BL545,IT7069,11.0,539.0
BL856,IT7741,11.0,804.0
BL413,IT6642,6.0,953.0
BL384,IT4169,10.0,554.0
BL981,IT6801,5.0,913.0
BL460,IT8834,8.0,667.0
BL444,IT5763,7.0,938.0
BL162,IT4086,8.0,838.0
BL745,IT4278,7.0,854.0
BL951,IT1840,7.0,913.0
BL709,IT6593,7.0,509.0
BL189,IT5550,7.0,859.0
BL783,IT0492,10.0,729.0
BL747,IT9806,9.0,948.0
BL241,IT8922,8.0,547.0
BL577,IT6748,9.0,952.0
BL660,IT6123,9.0,855.0
BL614,IT3346,10.0,989.0
BL781,IT0922,6.0,669.0
BL086,IT8519,7.0,844.0
BL092,IT6967,8.0,900.0
BL949,IT1170,9.0,535.0
BL971,IT2034,9.0,798.0
BL660,IT2034,9.0,596.0
BL767,IT6053,5.0,649.0
BL060,IT8485,10.0,883.0
BL457,IT0003,7.0,667.0
BL189,IT4086,5.0,680.0
BL658,IT4832,10.0,509.0
BL618,IT7112,10.0,712.0
BL484,IT6131,5.0,764.0
BL695,IT0082,9.0,831.0
BL676,IT8977,7.0,596.0
BL227,IT7897,6.0,599.0
BL359,IT1593,5.0,530.0
BL850,IT7972,8.0,729.0
BL395,IT7930,6.0,660.0
BL662,IT0780,10.0,554.0
BL461,IT4517,9.0,510.0
BL715,IT9749,11.0,602.0
BL696,IT1976,8.0,579.0
BL038,IT3305,8.0,787.0
BL780,IT7441,7.0,692.0
BL461,IT6425,10.0,604.0
BL004,IT2885,10.0,511.0
BL950,IT4598,8.0,545.0
BL801,IT7741,11.0,849.0
BL758,IT0640,8.0,591.0
BL320,IT5459,6.0,527.0
BL259,IT3164,5.0,685.0
BL874,IT6156,6.0,581.0
BL665,IT7624,8.0,797.0
BL757,IT3838,10.0,720.0
BL307,IT7193,9.0,863.0
BL005,IT3227,7.0,819.0
BL715,IT3342,6.0,928.0
BL668,IT6880,11.0,562.0
BL713,IT6642,11.0,854.0
BL293,IT4832,9.0,620.0
BL618,IT7044,6.0,779.0
BL831,IT8063,5.0,838.0
BL102,IT1898,9.0,830.0
BL389,IT0640,11.0,713.0
BL872,IT9749,8.0,825.0
BL850,IT3974,10.0,985.0
BL143,IT5550,7.0,632.0
BL461,IT0918,11.0,668.0
BL421,IT9600,7.0,719.0
BL296,IT0797,10.0,516.0
BL700,IT8631,6.0,632.0
BL874,IT5522,8.0,886.0
BL813,IT6906,11.0,672.0
BL060,IT8386,9.0,800.0
BL038,IT4879,6.0,863.0
BL461,IT6822,7.0,891.0
BL103,IT4963,9.0,846.0
BL179,IT9452,11.0,868.0
BL661,IT7875,9.0,597.0
BL189,IT8286,5.0,893.0
BL105,IT9485,8.0,692.0
BL005,IT2577,9.0,620.0
BL317,IT7880,6.0,924.0
BL000,IT1928,7.0,566.0
BL661,IT7690,6.0,727.0
BL383,IT6642,10.0,819.0
BL189,IT4919,7.0,795.0
BL924,IT6396,7.0,618.0
BL999,IT6415,6.0,564.0
BL634,IT8745,6.0,919.0
BL665,IT1325,5.0,976.0
BL506,IT6757,6.0,935.0
BL907,IT8009,7.0,639.0
BL656,IT2488,11.0,617.0
BL676,IT7507,6.0,599.0
BL937,IT2840,7.0,762.0
BL878,IT4355,10.0,589.0
BL383,IT2554,9.0,537.0
BL842,IT4256,6.0,591.0
